,5
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Hypertrophic_cardiomyopathy_1|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|not_specified|Cardiovascular_phenotype|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|not_specified|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|not_provided",1
"Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|not_specified|not_provided",1
Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_7|Cardiovascular_phenotype,1
"Hypertrophic_cardiomyopathy|Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_2|Familial_restrictive_cardiomyopathy|not_specified|Dilated_Cardiomyopathy,_Recessive|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|not_provided",1
Infertility_associated_with_multi-tailed_spermatozoa_and_excessive_DNA|not_provided,1
Infertility_associated_with_multi-tailed_spermatozoa_and_excessive_DNA,1
Spinocerebellar_ataxia_type_35|not_specified,1
Polyglucosan_body_myopathy_type_1|not_provided,1
Polyglucosan_body_myopathy_type_1,1
See_cases|Neurodevelopmental_delay|Okur-Chung_neurodevelopmental_syndrome|Inborn_genetic_diseases|not_provided,1
Okur-Chung_neurodevelopmental_syndrome|Inborn_genetic_diseases,1
Brown-Vialetto-van_Laere_syndrome_1|Progressive_bulbar_palsy_of_childhood|not_specified|not_provided,1
Brown-Vialetto-van_Laere_syndrome_1|Inborn_genetic_diseases|not_provided,1
Brown-Vialetto-van_Laere_syndrome_1,1
Brown-Vialetto-van_Laere_syndrome_1|Progressive_bulbar_palsy_of_childhood|Inborn_genetic_diseases|not_specified|not_provided,1
Spinocerebellar_ataxia_type_23|not_provided,1
"Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|not_specified|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|Cardiovascular_phenotype|not_provided",1
Cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|not_specified|not_provided,1
Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_7,1
Familial_cold_autoinflammatory_syndrome_2|Autoinflammatory_syndrome,1
Familial_cold_autoinflammatory_syndrome_2|Autoinflammatory_syndrome|not_provided,1
Familial_cold_autoinflammatory_syndrome_2|Autoinflammatory_syndrome|not_specified,1
Spinocerebellar_ataxia_type_14|not_provided,1
Pontoneocerebellar_hypoplasia|not_specified,1
Pontoneocerebellar_hypoplasia,1
"Hydatidiform_mole,_recurrent,_1|not_specified|not_provided",1
"Hydatidiform_mole,_recurrent,_1|not_specified",1
Nemaline_myopathy_5|not_provided,1
"Hypertrophic_cardiomyopathy|Nemaline_myopathy_5|Familial_restrictive_cardiomyopathy|not_specified|Dilated_Cardiomyopathy,_Recessive|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|Nemaline_Myopathy,_Recessive|not_provided",1
"Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|not_provided",1
Hypertrophic_cardiomyopathy_7,1
Hypertrophic_cardiomyopathy|Restrictive_cardiomyopathy|Cardiovascular_phenotype|not_provided,1
Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_7|Cardiovascular_phenotype|not_provided,1
"Hypertrophic_cardiomyopathy|Restrictive_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
Primary_dilated_cardiomyopathy|Cardiomyopathy|Dilated_cardiomyopathy_1FF|not_provided,1
Restrictive_cardiomyopathy,1
"Hypertrophic_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|not_specified",1
"Hypertrophic_cardiomyopathy|Restrictive_cardiomyopathy|Cardiomyopathy,_familial_restrictive,_1|not_provided",1
Spinocerebellar_ataxia_type_23|not_specified|not_provided,1
Acute_myeloid_leukemia|Spinocerebellar_ataxia_type_35|not_specified|not_provided,1
"Tetralogy_of_Fallot|Alagille_syndrome_due_to_a_JAG1_point_mutation|Charcot-Marie-Tooth_disease,_axonal,_Type_2HH|Deafness,_congenital_heart_defects,_and_posterior_embryotoxon|not_specified|Cardiovascular_phenotype|not_provided",1
Intellectual_disability|Focal_epilepsy|Epilepsy_with_generalized_tonic-clonic_seizures|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Unilateral_Hypotonia|not_provided,1
Seizure|Hypogonadotropic_hypogonadism_3_with_or_without_anosmia,1
Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|Hypogonadotropic_hypogonadism_3_without_anosmia|not_specified|not_provided,1
Hypogonadotropic_hypogonadism_2_with_or_without_anosmia|Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|Inborn_genetic_diseases|not_specified|not_provided,1
"Short_stature,_facial_dysmorphism,_and_skeletal_anomalies_with_or_without_cardiac_anomalies|not_specified|not_provided",1
Craniosynostosis_7,1
"Developmental_and_epileptic_encephalopathy,_12|Inborn_genetic_diseases",1
"Early_Infantile_Epileptic_Encephalopathy,_Autosomal_Recessive|not_provided",1
"Early_Infantile_Epileptic_Encephalopathy,_Autosomal_Recessive",1
Auriculocondylar_syndrome|Auriculocondylar_syndrome_1|Auriculocondylar_syndrome_2|Inborn_genetic_diseases|not_provided,1
Congenital_myasthenic_syndrome_18,1
"peginterferon_alfa-2b_and_ribavirin_response_-_Toxicity|Inosine_triphosphatase_deficiency|Developmental_and_epileptic_encephalopathy,_35|not_provided",1
Congenital_myasthenic_syndrome_18|not_provided,1
McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome_6|Bardet-Biedl_syndrome|Inborn_genetic_diseases|not_provided,1
McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome|not_specified|not_provided,1
McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome_6|Bardet-Biedl_syndrome,1
McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome_6|Bardet-Biedl_syndrome|not_specified,1
"Nephronophthisis|Retinal_dystrophy|McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome_6|Bardet-Biedl_syndrome|Inborn_genetic_diseases|Bardet-biedl_syndrome_2/6,_digenic|not_provided",1
McKusick-Kaufman_syndrome|Bardet-Biedl_syndrome_6|Bardet-Biedl_syndrome|not_specified|not_provided,1
Isolated_Nonsyndromic_Congenital_Heart_Disease,1
Alagille_syndrome_due_to_a_JAG1_point_mutation|not_specified|Cardiovascular_phenotype|Isolated_Nonsyndromic_Congenital_Heart_Disease|not_provided,1
Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|not_specified,1
Infertility|Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|not_specified|not_provided,1
Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|not_provided,1
Hypogonadotropic_hypogonadism_7_with_or_without_anosmia|Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|not_provided,1
Inosine_triphosphatase_deficiency,1
"Inosine_triphosphatase_deficiency|Developmental_and_epileptic_encephalopathy,_35",1
"Corneal_dystrophy-perceptive_deafness_syndrome|Congenital_hereditary_endothelial_dystrophy_of_cornea|Corneal_dystrophy,_Fuchs_endothelial,_4|not_provided",1
Corneal_dystrophy|Corneal_dystrophy-perceptive_deafness_syndrome|not_provided,1
"Corneal_dystrophy,_Fuchs_endothelial,_4|not_specified",1
"Corneal_dystrophy|Corneal_dystrophy-perceptive_deafness_syndrome|Congenital_hereditary_endothelial_dystrophy_of_cornea|Corneal_dystrophy,_Fuchs_endothelial,_4|not_provided",1
Corneal_dystrophy-perceptive_deafness_syndrome,1
Corneal_dystrophy|Corneal_dystrophy-perceptive_deafness_syndrome|not_specified|not_provided,1
Pigmentary_pallidal_degeneration|not_provided,1
"Retinitis_pigmentosa|Pigmentary_pallidal_degeneration|Hypoprebetalipoproteinemia,_acanthocytosis,_retinitis_pigmentosa,_and_pallidal_degeneration|Inborn_genetic_diseases|Neurodegeneration_with_brain_iron_accumulation_1,_atypical|not_provided",1
Gerstmann-Straussler-Scheinker_syndrome|Inborn_genetic_diseases,1
"Alzheimer_disease,_early-onset,_susceptibility_to|Aphasia,_primary_progressive,_susceptibility_to|Prion_disease,_susceptibility_to|Inherited_Creutzfeldt-Jakob_disease|Gerstmann-Straussler-Scheinker_syndrome|Kuru,_susceptibility_to|Fatal_familial_insomnia|Huntington_disease-like_1|Spongiform_encephalopathy_with_neuropsychiatric_features|Inherited_prion_disease|not_specified|not_provided",1
Huntington_disease-like_1|Inherited_prion_disease,1
Huntington_disease-like_1,1
Huntington_disease-like_1|Spongiform_encephalopathy_with_neuropsychiatric_features|Inherited_prion_disease|not_specified|not_provided,1
"Inherited_Creutzfeldt-Jakob_disease|Gerstmann-Straussler-Scheinker_syndrome|Kuru,_susceptibility_to|Fatal_familial_insomnia|Huntington_disease-like_1|Spongiform_encephalopathy_with_neuropsychiatric_features|Inherited_prion_disease",1
PRNP-Related_Disorders|Inherited_Creutzfeldt-Jakob_disease|Huntington_disease-like_1|not_provided,1
Protection_against_Creutzfeldt-Jakob_disease|Huntington_disease-like_1|Inherited_prion_disease|not_provided,1
Hypogonadotropic_hypogonadism_3_with_or_without_anosmia|not_specified|not_provided,1
"PITUITARY_TUMOR_3,_GROWTH_HORMONE-SECRETING,_SOMATIC|Cushing_syndrome|McCune-Albright_syndrome|Polyostotic_fibrous_dysplasia,_somatic,_mosaic",1
"Hepatocellular_carcinoma|Neoplasm|Adrenal_cortex_carcinoma|Pancreatic_adenocarcinoma|Breast_neoplasm|Malignant_melanoma_of_skin|Lung_adenocarcinoma|Neoplasm_of_uterine_cervix|Gastric_adenocarcinoma|Neoplasm_of_the_large_intestine|Sex_cord-stromal_tumor|Pseudohypoparathyroidism_type_I_A|Squamous_cell_carcinoma_of_the_head_and_neck|Cushing_syndrome|McCune-Albright_syndrome|Pituitary_adenoma_3,_multiple_types|not_provided",1
Pseudohypoparathyroidism_type_1C|not_provided,1
Unverricht-Lundborg_syndrome|Progressive_myoclonic_epilepsy|Inborn_genetic_diseases|not_specified,1
"Homocystinuria|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|Cardiovascular_phenotype|not_provided",1
"Homocystinuria|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED",1
Cataract_9_multiple_types|not_specified|not_provided,1
Cataract_9_multiple_types,1
"Cataract_9_multiple_types|Cataract_9,_multiple_types,_with_microcornea|not_provided",1
"Developmental_and_epileptic_encephalopathy,_30|Inborn_genetic_diseases",1
"Progressive_microcephaly|Motor_delay|Dystonic_disorder|Global_brain_atrophy|Aplasia/Hypoplasia_of_the_corpus_callosum|Intellectual_disability,_severe|Severe_global_developmental_delay|Dyskinesia|Childhood_epilepsy_with_centrotemporal_spikes|Unverricht-Lundborg_syndrome|Progressive_myoclonic_epilepsy|not_provided",1
Unverricht-Lundborg_syndrome|Progressive_myoclonic_epilepsy|Inborn_genetic_diseases|not_specified|not_provided,1
Microcephaly|Encephalopathy|Chorea|Cerebral_dysmyelination|Dyskinesia|Unverricht-Lundborg_syndrome|Progressive_myoclonic_epilepsy|Inborn_genetic_diseases|not_provided,1
Unverricht-Lundborg_syndrome|not_specified|not_provided,1
Myopathy|Bethlem_myopathy_1,1
"Polyglandular_autoimmune_syndrome,_type_1",1
"Autoimmune_polyglandular_syndrome_type_1,_autosomal_dominant",1
"Polyglandular_autoimmune_syndrome,_type_1|Autoimmune_polyglandular_syndrome_type_1,_with_reversible_metaphyseal_dysplasia|not_provided",1
Leukocyte_adhesion_deficiency_1|Inborn_genetic_diseases|not_provided,1
Knobloch_syndrome,1
Gastrointestinal_stromal_tumor|methotrexate_response_-_Efficacy|not_provided,1
Motor_delay|EMG_abnormality|Limb-girdle_muscle_weakness|not_provided,1
Ullrich_congenital_muscular_dystrophy_1|Bethlem_myopathy_1|not_specified,1
"Bethlem_myopathy_1|Ullrich_congenital_muscular_dystrophy_1,_autosomal_dominant",1
Intellectual_disability|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided,1
"Homocystinuria,_pyridoxine-responsive|not_specified",1
"Homocystinuria|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|Homocystinuria,_pyridoxine-nonresponsive|not_provided",1
Connective_tissue_disorder|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified,1
Intellectual_disability|DYRK1A-related_intellectual_disability_syndrome|Complex_neurodevelopmental_disorder|not_provided,1
Autosomal_recessive_nonsyndromic_hearing_loss_8,1
Ear_malformation|Autosomal_recessive_nonsyndromic_hearing_loss_8,1
Hearing_impairment|not_provided|Rare_genetic_deafness,1
"Childhood_onset_hearing_loss|Hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_8|Hearing_loss,_autosomal_recessive|not_provided|Rare_genetic_deafness",1
Hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_8|not_provided,1
Autosomal_recessive_nonsyndromic_hearing_loss_8|not_specified,1
Hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_8|Inborn_genetic_diseases|not_provided|Rare_genetic_deafness,1
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_24,1
Primary_ciliary_dyskinesia|Kartagener_syndrome|Primary_ciliary_dyskinesia_24|not_provided,1
See_cases|Primary_ciliary_dyskinesia|Kartagener_syndrome|Primary_ciliary_dyskinesia_24,1
Connective_tissue_disorder|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified|not_provided,1
"Homocystinuria|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|Homocystinuria,_pyridoxine-nonresponsive|Cardiovascular_phenotype|not_provided",1
"Homocystinuria|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|not_provided",1
"Homocystinuria|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|not_specified",1
"Homocystinuria|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|Homocystinuria,_pyridoxine-nonresponsive|not_provided",1
"Homocystinuria|Hyperhomocysteinemia|Classic_homocystinuria|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|not_provided",1
"Connective_tissue_disorder|Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|HYPERHOMOCYSTEINEMIA,_THROMBOTIC,_CBS-RELATED|not_specified|not_provided",1
Classic_homocystinuria|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided,1
Ullrich_congenital_muscular_dystrophy_1|Bethlem_myopathy_1|Collagen_6-related_myopathy|not_provided,1
Abnormality_of_the_musculature|Sensorimotor_neuropathy|Bethlem_myopathy_1|not_provided,1
Microcephaly|Deeply_set_eye|Intellectual_disability|Seizure|Feeding_difficulties|DYRK1A-related_intellectual_disability_syndrome|Complex_neurodevelopmental_disorder|Inborn_genetic_diseases|Absent_or_delayed_speech_development|not_provided,1
Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype,1
Peroxisome_biogenesis_disorder_7A_(Zellweger)|Peroxisome_biogenesis_disorder_7B|Peroxisome_biogenesis_disorder|not_provided,1
Peroxisome_biogenesis_disorder_1A_(Zellweger)|Peroxisome_biogenesis_disorder_7A_(Zellweger)|Peroxisome_biogenesis_disorder_7B|not_specified|not_provided,1
Peroxisome_biogenesis_disorder_7A_(Zellweger)|not_provided,1
Polymicrogyria_with_optic_nerve_hypoplasia|not_provided,1
"Polymicrogyria_with_optic_nerve_hypoplasia|Macrothrombocytopenia,_isolated,_2,_autosomal_dominant|not_specified|not_provided",1
Proline_dehydrogenase_deficiency|Schizophrenia_4,1
Proline_dehydrogenase_deficiency|Schizophrenia_4|not_provided,1
Proline_dehydrogenase_deficiency,1
Primary_dilated_cardiomyopathy|Glucocorticoid_deficiency_5|not_specified|Cardiovascular_phenotype,1
"Schizophrenia,_susceptibility_to|Tramadol_response",1
Ullrich_congenital_muscular_dystrophy_1|Bethlem_myopathy_1|not_specified|not_provided,1
CATECHOL-O-METHYLTRANSFERASE_POLYMORPHISM|Tramadol_response|not_specified,1
Cardiac_arrhythmia|Intellectual_disability|Seizure|Abnormality_of_metabolism/homeostasis|Episodic_flaccid_weakness|Acute_rhabdomyolysis|Recurrent_metabolic_encephalomyopathic_crises-rhabdomyolysis-cardiac_arrhythmia-intellectual_disability_syndrome|not_provided,1
Van_den_Ende-Gupta_syndrome|not_specified|not_provided,1
Van_den_Ende-Gupta_syndrome|not_provided,1
Heparin_cofactor_II_deficiency,1
"Polymicrogyria,_perisylvian,_with_cerebellar_hypoplasia_and_arthrogryposis|not_provided",1
CEDNIK_syndrome|not_provided,1
Hereditary_cancer-predisposing_syndrome|Cardiovascular_phenotype,1
Noonan_syndrome_10|Hereditary_cancer-predisposing_syndrome|not_specified|Cardiovascular_phenotype|not_provided,1
Peroxisome_biogenesis_disorder_7A_(Zellweger)|Peroxisome_biogenesis_disorder_7B|not_provided,1
Peroxisome_biogenesis_disorder_7A_(Zellweger)|Peroxisome_biogenesis_disorder_7B,1
Vasculitis_due_to_ADA2_deficiency|not_specified|not_provided,1
Vasculitis_due_to_ADA2_deficiency|not_provided,1
Bethlem_myopathy_1|Collagen_6-related_myopathy|Inborn_genetic_diseases|not_specified|not_provided,1
Abnormality_of_the_musculature|Bethlem_myopathy_1|not_provided,1
"BETHLEM_MYOPATHY_1,_AUTOSOMAL_RECESSIVE|Bethlem_myopathy_1|not_provided",1
Myosclerosis|Bethlem_myopathy_1|Collagen_6-related_myopathy|Inborn_genetic_diseases|not_specified|not_provided,1
Ullrich_congenital_muscular_dystrophy_1|Collagen_6-related_myopathy|not_provided,1
Muscle_weakness|Congenital_dislocation_of_hip|Difficulty_walking|Falls|Abnormality_of_the_musculature|Hip_flexor_weakness|Bethlem_myopathy|Ullrich_congenital_muscular_dystrophy_1|Myosclerosis|Bethlem_myopathy_1|Collagen_6-related_myopathy|Qualitative_or_quantitative_defects_of_collagen_6|not_provided,1
Myopathy|Bethlem_myopathy_1|not_provided,1
Myopathy|Ullrich_congenital_muscular_dystrophy_1|Bethlem_myopathy_1|not_provided,1
Glutamate_formiminotransferase_deficiency|not_specified|not_provided,1
Glutamate_formiminotransferase_deficiency|Myosclerosis|Collagen_6-related_myopathy,1
Glutamate_formiminotransferase_deficiency,1
Glutamate_formiminotransferase_deficiency|not_specified,1
Intellectual_disability|Microcephalic_osteodysplastic_primordial_dwarfism_type_II|not_specified|not_provided,1
Microcephaly|Microcephalic_osteodysplastic_primordial_dwarfism_type_II|not_provided,1
"Immunodeficiency_51|not_specified|Familial_Candidiasis,_Recessive|not_provided",1
"Familial_Candidiasis,_Recessive",1
Sneddon_syndrome|Vasculitis_due_to_ADA2_deficiency,1
Vasculitis_due_to_ADA2_deficiency,1
Vasculitis_due_to_ADA2_deficiency|Autoinflammatory_syndrome,1
DYRK1A-related_disorder|DYRK1A-related_intellectual_disability_syndrome|not_provided,1
DYRK1A-related_intellectual_disability_syndrome|Inborn_genetic_diseases|not_specified,1
"Thrombocytopenia|Macrothrombocytopenia|Macrothrombocytopenia,_isolated,_1,_autosomal_dominant|not_provided",1
"Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|Seizures,_benign_familial_neonatal,_1,_and/or_myokymia|not_provided",1
"Developmental_and_epileptic_encephalopathy,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Epicanthal_fold|Autistic_behavior|Seizure|Abnormal_facial_shape|Intellectual_disability,_moderate|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided",1
"Intellectual_disability|Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|KCNQ2-Related_Disorders|not_provided",1
"Seizure|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Seizures,_benign_familial_neonatal,_2|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts",1
Seizure|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided,1
Seizure|Inborn_genetic_diseases,1
"Intellectual_disability|Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts",1
"See_cases|Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided",1
"Pulmonary_fibrosis|Dyskeratosis_congenita,_autosomal_recessive_5|Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita|Dyskeratosis_congenita,_autosomal_dominant_4|not_provided",1
"Intellectual_disability|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|KCNQ2-Related_Disorders|not_provided",1
"Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts",1
"Developmental_and_epileptic_encephalopathy,_33|not_specified|not_provided",1
"EEF1A2-related_developmental_and_degenerative_epileptic-dyskinetic_encephalopathy|Intellectual_disability,_autosomal_dominant_38|Developmental_and_epileptic_encephalopathy,_33|Inborn_genetic_diseases|not_provided",1
"Dyskeratosis_congenita,_autosomal_recessive_5|Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita|not_provided",1
"Dyskeratosis_congenita,_autosomal_recessive_5|Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita",1
Dyskeratosis_congenita|Interstitial_lung_disease_2,1
"Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Interstitial_lung_disease_2|not_provided",1
"Seizure|Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided",1
"Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_specified|not_provided",1
"Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_specified",1
"Seizure|Seizures,_benign_familial_neonatal,_1|Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Macrothrombocytopenia,_isolated,_1,_autosomal_dominant|not_specified|not_provided",1
"Hirschsprung_disease,_susceptibility_to,_4|not_specified|not_provided",1
"Aganglionic_megacolon|Waardenburg_syndrome_type_4B|Congenital_central_hypoventilation|not_specified|Hirschsprung_Disease,_Dominant|not_provided",1
Holoprosencephaly_sequence|Severe_hydrocephalus,1
"Connective_tissue_disorder|Epiphyseal_dysplasia,_multiple,_3|not_specified|not_provided",1
"Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Tobacco_addiction,_susceptibility_to",1
Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Inborn_genetic_diseases|Tobacco_use_disorder|not_specified|not_provided,1
Frontotemporal_dementia|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Tobacco_use_disorder|not_provided,1
"Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Inborn_genetic_diseases|Nicotine_addiction,_protection_against|not_specified|not_provided",1
Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy,1
Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Inborn_genetic_diseases|not_provided,1
Amyotrophic_lateral_sclerosis|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Inborn_genetic_diseases|Tobacco_use_disorder|not_specified|not_provided,1
"Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Tobacco_addiction,_susceptibility_to|Inborn_genetic_diseases|not_specified|not_provided",1
Autosomal_dominant_nocturnal_frontal_lobe_epilepsy_1|not_provided,1
Continuous_spike_and_waves_during_slow_sleep|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided,1
"Seizure|Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|not_provided",1
"Epileptic_encephalopathy|Seizures,_benign_familial_neonatal,_1|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_provided",1
"Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts|Inborn_genetic_diseases|not_specified|not_provided",1
"Developmental_and_epileptic_encephalopathy,_7|Early_infantile_epileptic_encephalopathy_with_suppression_bursts",1
"Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita|Interstitial_lung_disease_2",1
"Dyskeratosis_congenita,_autosomal_recessive_5|Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita|Interstitial_lung_disease_2",1
Microcephaly|Deeply_set_eye|Microphthalmia|Intellectual_disability|Global_developmental_delay|Generalized-onset_seizure|Feeding_difficulties|DYRK1A-related_intellectual_disability_syndrome|Inborn_genetic_diseases|Absent_or_delayed_speech_development|not_provided,1
Long_QT_syndrome|Long_QT_syndrome_5|Congenital_long_QT_syndrome|Cardiovascular_phenotype|not_provided,1
"Atrial_fibrillation|Long_QT_syndrome|Atrial_fibrillation,_familial,_4|Long_QT_syndrome_6|Primary_familial_hypertrophic_cardiomyopathy|not_provided",1
"Long_QT_syndrome|Atrial_fibrillation,_familial,_4|Long_QT_syndrome_6|Congenital_long_QT_syndrome|Cardiovascular_phenotype|not_provided",1
Cardiac_arrhythmia|Long_QT_syndrome_6|Congenital_long_QT_syndrome|Cardiovascular_phenotype|KCNE2-Related_Disorders|not_provided,1
